buyer_id,sale_id,buyer_type,payment_mode,loan_taken,loan_provider,loan_amount
16693,L00309,End User,Bank Transfer,True,HDFC,3831786
16694,L00234,End User,Cash,True,HDFC,5212340
16695,L01048,Investor,Bank Transfer,False,,0
16696,L00623,Investor,Cheque,True,PNB,3242868
16697,L00644,Investor,Cheque,True,HDFC,7373947
16698,L00479,End User,Cash,True,Axis,2803285
16699,L00472,Investor,UPI,False,,0
16700,L00926,End User,UPI,True,SBI,9159251
16701,L01098,Investor,Cheque,False,,0
16702,L00627,End User,Cheque,False,,0
16703,L00395,Investor,Bank Transfer,False,,0
16704,L00637,Investor,Bank Transfer,True,SBI,1668486
16705,L00768,Investor,Cheque,False,,0
16706,L00533,Investor,Cash,True,SBI,1406147
16707,L00718,End User,Cash,True,ICICI,9483365
16708,L00667,End User,Bank Transfer,False,,0
16709,L00598,Investor,UPI,True,PNB,7039474
16710,L00482,End User,UPI,False,,0
16711,L01103,Investor,Cash,False,,0
16712,L00315,End User,Cash,False,,0
16713,L00729,Investor,Bank Transfer,False,,0
16714,L00210,End User,Cash,True,PNB,2347460
16715,L00934,Investor,UPI,False,,0
16716,L00434,Investor,UPI,True,ICICI,8302239
16717,L00329,Investor,Bank Transfer,True,SBI,9912288
16718,L00261,End User,Cash,False,,0
16719,L01117,End User,UPI,False,,0
16720,L00307,End User,Cash,False,,0
16721,L01067,Investor,Cash,True,SBI,2316828
16722,L00928,Investor,Bank Transfer,True,HDFC,8382159
16723,L01025,Investor,Cheque,False,,0
16724,L00271,End User,Cheque,True,PNB,7164136
16725,L00291,Investor,Cheque,False,,0
16726,L00813,Investor,Cash,False,,0
16727,L00097,Investor,Cash,False,,0
16728,L00888,End User,Cheque,True,SBI,5917145
16729,L00819,End User,Bank Transfer,False,,0
16730,L00032,End User,Cash,False,,0
16731,L00763,Investor,Bank Transfer,False,,0
16732,L00954,End User,Cash,True,SBI,2459156
16733,L00320,End User,Cash,True,HDFC,3313891
16734,L00299,End User,Cheque,False,,0
16735,L00200,Investor,UPI,False,,0
16736,L00561,Investor,UPI,True,Axis,7745042
16737,L00179,Investor,Cash,False,,0
16738,L01132,End User,Cheque,True,PNB,6509865
16739,L00089,Investor,Cheque,False,,0
16740,L00788,Investor,UPI,True,HDFC,7112885
16741,L00725,End User,UPI,False,,0
16742,L00827,Investor,Cheque,True,SBI,8027101
16743,L00209,Investor,Bank Transfer,False,,0
16744,L01040,End User,Bank Transfer,True,Axis,2272728
16745,L00297,End User,Bank Transfer,False,,0
16746,L00998,End User,UPI,True,HDFC,8607486
16747,L00498,Investor,Cash,True,PNB,3928605
16748,L00835,End User,Cheque,True,ICICI,8344920
16749,L00430,Investor,Cheque,False,,0
16750,L00507,End User,UPI,False,,0
16751,L00831,Investor,UPI,True,ICICI,6783204
16752,L00694,End User,Cash,True,HDFC,4645842
16753,L00011,End User,UPI,True,ICICI,5291111
16754,L00848,Investor,Cheque,True,HDFC,3343412
16755,L00463,End User,UPI,True,HDFC,556575
16756,L00199,Investor,UPI,True,HDFC,597868
16757,L00060,Investor,Cheque,True,PNB,2173881
16758,L00907,End User,Cash,True,SBI,2831963
16759,L00997,End User,UPI,False,,0
16760,L00276,Investor,Bank Transfer,True,HDFC,4453034
16761,L00809,Investor,UPI,False,,0
16762,L00908,Investor,Cheque,False,,0
16763,L00658,Investor,Cash,False,,0
16764,L00957,End User,Cash,False,,0
16765,L00886,Investor,Cheque,False,,0
16766,L00221,End User,Cheque,True,Axis,5433321
16767,L00789,End User,Cheque,True,SBI,3038338
16768,L00712,Investor,UPI,False,,0
16769,L00714,End User,Bank Transfer,False,,0
16770,L01113,Investor,UPI,False,,0
16771,L01191,Investor,Cash,False,,0
16772,L00790,End User,Cheque,False,,0
16773,L00416,Investor,UPI,True,PNB,6751734
16774,L00899,End User,Cheque,False,,0
16775,L00935,End User,Bank Transfer,False,,0
16776,L00266,End User,UPI,True,PNB,1009286
16777,L00632,End User,Cash,False,,0
16778,L00248,End User,Cheque,False,,0
16779,L00683,Investor,Cheque,False,,0
16780,L00559,End User,Bank Transfer,False,,0
16781,L01137,Investor,Cheque,True,SBI,8312766
16782,L00968,End User,Cheque,True,SBI,9974388
16783,L01005,End User,Cash,False,,0
16784,L00985,Investor,Cheque,True,PNB,6647074
16785,L00295,Investor,Bank Transfer,False,,0
16786,L00520,End User,Bank Transfer,False,,0
16787,L00771,Investor,Cash,True,PNB,2576495
16788,L00084,End User,Cheque,False,,0
16789,L00232,Investor,Cash,True,SBI,861262
16790,L00621,End User,UPI,False,,0
16791,L00334,End User,Bank Transfer,False,,0
16792,L00130,End User,Cheque,False,,0
16793,L01012,Investor,Cash,False,,0
16794,L00645,End User,UPI,False,,0
16795,L00974,End User,Cash,True,Axis,8220934
16796,L00383,Investor,Cash,True,Axis,8307163
16797,L00868,Investor,UPI,False,,0
16798,L00543,End User,Cheque,False,,0
16799,L01194,Investor,Cheque,True,Axis,2003830
16800,L00875,Investor,Cash,False,,0
16801,L00332,Investor,Cash,True,HDFC,6192152
16802,L00410,Investor,Cash,True,HDFC,7941182
16803,L00077,End User,Bank Transfer,True,SBI,4197563
16804,L00869,Investor,Cash,False,,0
16805,L00139,Investor,Cheque,True,SBI,5561462
16806,L00544,End User,UPI,True,ICICI,4388147
16807,L00674,Investor,Cash,True,Axis,6319517
16808,L00921,Investor,Cheque,True,ICICI,1016472
16809,L00064,Investor,Bank Transfer,False,,0
16810,L00142,End User,Cash,True,PNB,6890998
16811,L00717,End User,UPI,True,Axis,2142979
16812,L00377,End User,Bank Transfer,False,,0
16813,L00364,Investor,Cheque,False,,0
16814,L00140,End User,Cheque,False,,0
16815,L00885,Investor,Cash,False,,0
16816,L01042,End User,Cheque,False,,0
16817,L00225,Investor,UPI,False,,0
16818,L00515,Investor,Bank Transfer,False,,0
16819,L00267,End User,Cheque,True,Axis,3945676
16820,L01170,End User,Bank Transfer,True,ICICI,636567
16821,L00487,End User,Cheque,True,HDFC,9280821
16822,L00353,Investor,UPI,True,ICICI,6885014
16823,L01006,End User,UPI,False,,0
16824,L00618,Investor,Cheque,False,,0
16825,L00668,End User,Cheque,False,,0
16826,L00775,Investor,Cheque,True,Axis,7029955
16827,L00554,End User,UPI,False,,0
16828,L00576,Investor,Bank Transfer,True,SBI,3759977
16829,L00915,Investor,Cheque,True,ICICI,6207726
16830,L00466,End User,Bank Transfer,True,HDFC,6283098
16831,L00591,End User,Bank Transfer,True,Axis,2709206
16832,L00765,End User,Cash,True,PNB,7794377
16833,L00635,Investor,Bank Transfer,False,,0
16834,L00838,Investor,Bank Transfer,True,HDFC,7811314
16835,L00290,End User,Cash,False,,0
16836,L00040,Investor,Cash,False,,0
16837,L00031,End User,Cash,False,,0
16838,L00243,End User,UPI,True,Axis,6784418
16839,L00429,Investor,Cash,True,HDFC,7129370
16840,L00137,Investor,Bank Transfer,True,HDFC,8133158
16841,L01101,End User,Bank Transfer,False,,0
16842,L00865,End User,UPI,True,HDFC,9426175
16843,L00004,End User,Cash,True,SBI,9671297
16844,L00833,Investor,Cheque,True,PNB,3832339
16845,L00603,Investor,UPI,False,,0
16846,L01034,Investor,Cheque,True,SBI,7066109
16847,L00655,End User,Bank Transfer,False,,0
16848,L00844,Investor,Bank Transfer,False,,0
16849,L00784,Investor,Cash,False,,0
16850,L01074,End User,UPI,True,HDFC,4147380
16851,L00443,End User,Bank Transfer,True,PNB,2291284
16852,L01178,Investor,Cash,True,PNB,2465755
16853,L00436,End User,UPI,False,,0
16854,L01169,End User,UPI,True,PNB,2519356
16855,L00101,Investor,UPI,True,Axis,8519801
16856,L00773,End User,Cash,False,,0
16857,L00495,Investor,UPI,True,PNB,6772600
16858,L01028,Investor,UPI,False,,0
16859,L00807,End User,Cash,False,,0
16860,L01142,Investor,Cheque,True,HDFC,4003825
16861,L00846,Investor,Bank Transfer,True,SBI,4818838
16862,L00987,End User,Cheque,True,SBI,4514178
16863,L00228,End User,Cheque,False,,0
16864,L01193,End User,Bank Transfer,False,,0
16865,L00672,Investor,UPI,False,,0
16866,L00859,Investor,Cash,True,SBI,2563099
16867,L00925,End User,Bank Transfer,False,,0
16868,L00067,Investor,UPI,True,ICICI,6137914
16869,L00068,Investor,Cheque,False,,0
16870,L00817,Investor,Cash,True,PNB,2673212
16871,L00212,Investor,Cash,True,HDFC,1263105
16872,L00013,End User,UPI,False,,0
16873,L00494,End User,Cheque,False,,0
16874,L01165,Investor,Bank Transfer,False,,0
16875,L00300,Investor,Cash,True,SBI,8531687
16876,L00411,End User,Bank Transfer,True,Axis,2889590
16877,L00757,Investor,UPI,True,SBI,8862887
16878,L01075,End User,Bank Transfer,False,,0
16879,L00696,End User,UPI,True,Axis,9933658
16880,L01151,End User,Bank Transfer,False,,0
16881,L00724,End User,Bank Transfer,True,SBI,3970405
16882,L01016,End User,Cash,False,,0
16883,L00528,Investor,Bank Transfer,False,,0
16884,L00600,Investor,Bank Transfer,False,,0
16885,L01120,End User,Bank Transfer,False,,0
16886,L00567,End User,Cheque,True,SBI,1611581
16887,L00731,Investor,Cheque,False,,0
16888,L00274,Investor,UPI,True,HDFC,1418947
16889,L00967,Investor,UPI,False,,0
16890,L00238,End User,UPI,False,,0
16891,L00406,End User,Cash,False,,0
16892,L00003,Investor,Cash,False,,0
16893,L00007,Investor,UPI,True,Axis,829525
16894,L00312,End User,Cheque,True,Axis,1891008
16895,L01091,Investor,UPI,True,HDFC,7972371
16896,L00452,Investor,UPI,True,ICICI,2684081
16897,L00722,End User,Cash,False,,0
16898,L00216,End User,Cash,True,ICICI,6441364
16899,L01086,End User,Bank Transfer,False,,0
16900,L00028,Investor,UPI,True,ICICI,4420928
16901,L01158,Investor,Cash,False,,0
16902,L00362,Investor,Cheque,False,,0
16903,L00823,Investor,UPI,True,SBI,6657588
16904,L00781,End User,UPI,False,,0
16905,L00629,End User,Cheque,False,,0
16906,L00454,End User,Cheque,False,,0
16907,L00739,Investor,Cheque,False,,0
16908,L00536,End User,UPI,False,,0
16909,L01050,End User,Cash,True,HDFC,8162641
16910,L00399,Investor,Cheque,False,,0
16911,L00257,End User,Cash,False,,0
16912,L00292,End User,Cash,False,,0
16913,L00026,Investor,Cheque,False,,0
16914,L00337,Investor,Cheque,True,PNB,6469922
16915,L00585,End User,Bank Transfer,False,,0
16916,L00048,End User,UPI,True,ICICI,4272024
16917,L00319,End User,Cheque,True,Axis,8593798
16918,L00107,Investor,Cheque,True,Axis,6746126
16919,L00799,Investor,Bank Transfer,True,HDFC,5220633
16920,L00056,Investor,Bank Transfer,False,,0
16921,L00523,Investor,Cheque,False,,0
16922,L00214,Investor,Bank Transfer,False,,0
16923,L00121,End User,UPI,True,Axis,1650011
16924,L00918,Investor,UPI,False,,0
16925,L01068,Investor,Cheque,False,,0
16926,L01118,Investor,UPI,False,,0
16927,L00073,End User,Bank Transfer,False,,0
16928,L00948,Investor,Bank Transfer,True,SBI,5860824
16929,L00747,Investor,Bank Transfer,True,Axis,5785464
16930,L00716,End User,Bank Transfer,True,PNB,2340040
16931,L00558,End User,UPI,True,HDFC,4040614
16932,L01082,Investor,UPI,False,,0
16933,L01046,Investor,UPI,True,PNB,8061388
16934,L00553,End User,UPI,False,,0
16935,L00562,End User,Bank Transfer,False,,0
16936,L00425,Investor,Cheque,True,ICICI,4936117
16937,L01014,Investor,Cheque,False,,0
16938,L00326,Investor,Cheque,True,HDFC,921135
16939,L00924,End User,Cash,True,SBI,6024956
16940,L00317,Investor,Bank Transfer,True,SBI,5188744
16941,L00804,Investor,Bank Transfer,True,HDFC,8642248
16942,L01163,End User,UPI,False,,0
16943,L00529,End User,Cash,False,,0
16944,L00837,Investor,Cash,True,Axis,554091
16945,L00715,End User,Cheque,True,PNB,823491
16946,L00901,End User,Cheque,False,,0
16947,L00061,Investor,Cash,False,,0
16948,L00723,Investor,Cash,True,Axis,9557090
16949,L00093,End User,Cash,True,SBI,8260465
16950,L00858,Investor,Cash,True,PNB,7351879
16951,L00619,Investor,Cheque,False,,0
16952,L00352,End User,Cheque,True,HDFC,1091898
16953,L00933,End User,Cash,True,ICICI,7717053
16954,L00281,Investor,Bank Transfer,False,,0
16955,L00421,End User,UPI,True,Axis,9404031
16956,L01115,End User,Cash,False,,0
16957,L00360,Investor,Cash,False,,0
16958,L00423,Investor,Cash,True,SBI,3992770
16959,L00679,End User,Bank Transfer,True,SBI,6650291
16960,L00527,End User,UPI,True,PNB,828413
16961,L00478,End User,Bank Transfer,False,,0
16962,L01095,End User,Bank Transfer,True,HDFC,3409899
16963,L00183,Investor,Cheque,False,,0
16964,L01092,End User,Cheque,True,Axis,4785760
16965,L00433,Investor,Bank Transfer,False,,0
16966,L00111,Investor,Cash,False,,0
16967,L00371,End User,Cheque,True,PNB,986984
16968,L00240,End User,Cash,False,,0
16969,L00709,End User,Bank Transfer,True,HDFC,4534716
16970,L00630,Investor,UPI,True,HDFC,1714448
16971,L00594,End User,UPI,False,,0
16972,L00486,End User,Bank Transfer,True,SBI,8717058
16973,L00701,Investor,UPI,False,,0
16974,L00262,Investor,Cash,False,,0
16975,L00480,Investor,Bank Transfer,False,,0
16976,L00650,Investor,UPI,True,PNB,5951677
16977,L00340,End User,Bank Transfer,True,ICICI,5979840
16978,L00669,End User,UPI,True,ICICI,6172402
16979,L00552,Investor,Bank Transfer,False,,0
16980,L00459,Investor,Cash,False,,0
16981,L00184,Investor,Cheque,False,,0
16982,L00138,Investor,UPI,False,,0
16983,L01161,Investor,Cash,False,,0
16984,L00707,Investor,Cash,False,,0
16985,L00582,Investor,UPI,False,,0
16986,L00081,End User,Cash,True,HDFC,4096715
16987,L00769,End User,Cheque,False,,0
16988,L00870,Investor,Cheque,True,SBI,5154279
16989,L00762,End User,Bank Transfer,False,,0
16990,L00030,Investor,Cash,True,SBI,3741344
16991,L00542,Investor,Cheque,False,,0
16992,L00166,End User,UPI,True,Axis,6465154
16993,L00249,Investor,Cash,False,,0
16994,L00308,End User,Cash,True,SBI,8102380
16995,L00448,End User,UPI,False,,0
16996,L00347,End User,Cheque,True,SBI,3888637
16997,L00335,Investor,Cash,False,,0
16998,L00286,End User,UPI,False,,0
16999,L00950,Investor,Cheque,True,Axis,7670919
17000,L00098,End User,Cash,True,PNB,2785309
17001,L00468,End User,Cheque,True,ICICI,6200410
17002,L01037,Investor,Cheque,False,,0
17003,L00913,End User,Cheque,False,,0
17004,L00756,Investor,UPI,True,HDFC,2264144
17005,L00945,End User,Cheque,True,ICICI,8018109
17006,L00614,End User,UPI,False,,0
17007,L00802,Investor,Cheque,False,,0
17008,L00758,End User,Bank Transfer,True,ICICI,3697185
17009,L00689,Investor,UPI,True,HDFC,843054
17010,L00066,Investor,UPI,False,,0
17011,L00794,End User,Cash,True,SBI,6303005
17012,L00744,Investor,UPI,False,,0
17013,L00568,Investor,Cash,True,ICICI,6849672
17014,L01084,Investor,Bank Transfer,False,,0
17015,L01099,Investor,Cheque,False,,0
17016,L00303,Investor,Cheque,False,,0
17017,L00255,End User,Bank Transfer,True,ICICI,7347468
17018,L00959,Investor,Bank Transfer,False,,0
17019,L01024,Investor,Bank Transfer,True,ICICI,6611955
17020,L00313,Investor,Cheque,True,HDFC,2494936
17021,L00530,End User,Cheque,False,,0
17022,L00222,End User,Cheque,False,,0
17023,L00389,Investor,Cash,False,,0
17024,L00236,End User,Cash,True,SBI,3424155
17025,L00810,Investor,Bank Transfer,True,SBI,9945667
17026,L00483,End User,Cheque,True,Axis,6998272
17027,L00713,Investor,UPI,False,,0
17028,L00306,End User,Cash,False,,0
17029,L01111,End User,UPI,True,HDFC,3057205
17030,L01090,End User,Cash,True,PNB,3969129
17031,L00772,End User,Cash,True,PNB,1379846
17032,L00917,Investor,UPI,False,,0
17033,L01139,Investor,Cheque,True,HDFC,7369047
17034,L00250,End User,Bank Transfer,False,,0
17035,L00760,Investor,Bank Transfer,False,,0
17036,L00595,End User,UPI,False,,0
17037,L00072,Investor,Cheque,True,PNB,5784635
17038,L00095,End User,Cheque,True,PNB,1639863
17039,L00546,End User,Cheque,False,,0
17040,L00034,Investor,UPI,True,PNB,6813095
17041,L00862,End User,Cash,True,ICICI,6247978
17042,L00579,End User,Cash,False,,0
17043,L00449,Investor,UPI,False,,0
17044,L00446,End User,Bank Transfer,True,ICICI,9101355
17045,L00260,Investor,Cheque,True,ICICI,9386683
17046,L00205,Investor,UPI,False,,0
17047,L00573,Investor,Cheque,True,HDFC,1554024
17048,L00824,End User,UPI,True,PNB,2509731
17049,L00586,Investor,Cheque,False,,0
17050,L00366,End User,Cash,True,ICICI,6844319
17051,L00812,End User,Cheque,False,,0
17052,L00078,End User,Bank Transfer,True,SBI,7718464
17053,L00085,End User,UPI,False,,0
17054,L00539,Investor,Cash,True,SBI,8184058
17055,L00083,End User,Bank Transfer,False,,0
17056,L00458,Investor,UPI,True,ICICI,8764936
17057,L01138,Investor,Bank Transfer,False,,0
17058,L00615,Investor,UPI,True,PNB,1063408
17059,L01186,End User,Cash,False,,0
17060,L01076,End User,UPI,True,Axis,8949471
17061,L00737,Investor,Cash,False,,0
17062,L00437,Investor,Cheque,False,,0
17063,L00555,End User,UPI,False,,0
17064,L01080,End User,UPI,False,,0
17065,L01062,Investor,Bank Transfer,True,PNB,9102350
17066,L00351,Investor,Cash,True,Axis,4074046
17067,L00197,Investor,UPI,False,,0
17068,L00465,Investor,Bank Transfer,False,,0
17069,L00589,End User,UPI,False,,0
17070,L00006,End User,Cash,False,,0
17071,L00311,Investor,Cash,True,Axis,6377552
17072,L00662,End User,UPI,False,,0
17073,L00405,End User,Cheque,False,,0
17074,L01196,Investor,Cash,False,,0
17075,L01044,Investor,Bank Transfer,False,,0
17076,L01058,End User,Bank Transfer,True,HDFC,5293311
17077,L00105,Investor,UPI,False,,0
17078,L00537,End User,Cheque,False,,0
17079,L00606,End User,Bank Transfer,False,,0
17080,L00063,Investor,Cheque,False,,0
17081,L00282,End User,UPI,False,,0
17082,L01056,Investor,Bank Transfer,True,SBI,2159221
17083,L00239,End User,Cash,False,,0
17084,L00224,End User,Bank Transfer,True,HDFC,7206633
17085,L00146,Investor,Bank Transfer,False,,0
17086,L01119,Investor,Cash,False,,0
17087,L00374,End User,UPI,True,SBI,7787026
17088,L00119,End User,Bank Transfer,False,,0
17089,L00803,Investor,Cheque,True,Axis,1536222
17090,L00251,End User,Bank Transfer,False,,0
17091,L01157,Investor,Cash,True,ICICI,2551152
17092,L00010,Investor,Bank Transfer,False,,0
17093,L00450,End User,Cheque,False,,0
17094,L00874,End User,Cheque,False,,0
17095,L00390,Investor,Cheque,False,,0
17096,L00966,End User,Cash,False,,0
17097,L00461,End User,Bank Transfer,False,,0
17098,L01147,Investor,Cash,True,Axis,6470657
17099,L00145,Investor,Bank Transfer,True,HDFC,2227529
17100,L00502,End User,Cash,True,PNB,7710252
17101,L01108,Investor,Cash,True,Axis,8225463
17102,L00540,End User,Bank Transfer,True,ICICI,1577445
17103,L00178,Investor,Bank Transfer,False,,0
17104,L01159,Investor,UPI,True,SBI,3706746
17105,L01051,End User,Cheque,True,SBI,3177103
17106,L00584,Investor,Cheque,False,,0
17107,L01195,Investor,UPI,False,,0
17108,L00008,End User,Cash,False,,0
17109,L00574,End User,Cash,True,PNB,5302993
17110,L00843,Investor,Cheque,True,HDFC,3817763
17111,L00358,End User,Cash,True,SBI,7375496
17112,L00330,End User,Cheque,False,,0
17113,L00705,Investor,Cash,True,Axis,5260978
17114,L00830,End User,UPI,True,SBI,2413890
17115,L00259,Investor,UPI,False,,0
17116,L00891,Investor,UPI,True,SBI,2873857
17117,L00834,Investor,Cash,True,PNB,2895936
17118,L01188,Investor,Cheque,True,Axis,9436522
17119,L00905,End User,UPI,False,,0
17120,L00526,Investor,Cheque,True,HDFC,3401963
17121,L00814,Investor,Cheque,True,Axis,8832704
17122,L00732,End User,Cheque,True,SBI,3976411
17123,L01032,Investor,UPI,True,PNB,3916369
17124,L01141,Investor,Cheque,True,SBI,1076154
17125,L00441,Investor,UPI,True,HDFC,510613
17126,L00532,Investor,Cheque,True,Axis,9226293
17127,L00960,Investor,Cheque,True,Axis,1121912
17128,L00229,End User,UPI,False,,0
17129,L01041,End User,UPI,True,SBI,7441678
17130,L00213,Investor,Cash,False,,0
17131,L00080,End User,Bank Transfer,False,,0
17132,L00149,Investor,Cheque,False,,0
17133,L00592,Investor,Cash,False,,0
17134,L00708,Investor,Cash,False,,0
17135,L00590,End User,Cash,True,HDFC,2102694
17136,L00134,End User,Cheque,True,HDFC,9385554
17137,L00782,Investor,Bank Transfer,True,SBI,8406234
17138,L00409,Investor,Cash,False,,0
17139,L00970,End User,Bank Transfer,False,,0
17140,L00508,Investor,UPI,True,ICICI,3012108
17141,L00877,End User,Cheque,False,,0
17142,L00505,End User,Bank Transfer,False,,0
17143,L00719,End User,UPI,False,,0
17144,L00348,Investor,Cheque,False,,0
17145,L00387,End User,Cheque,True,Axis,9917303
17146,L00001,End User,UPI,True,Axis,1687793
17147,L00361,End User,Cheque,True,ICICI,5811267
17148,L01134,Investor,Cheque,True,Axis,8312546
17149,L00476,Investor,UPI,False,,0
17150,L00778,End User,Bank Transfer,False,,0
17151,L00754,Investor,Cheque,False,,0
17152,L00173,End User,UPI,True,Axis,4955220
17153,L00451,Investor,UPI,True,Axis,6196681
17154,L00126,Investor,UPI,True,SBI,5336331
17155,L00931,End User,Cheque,False,,0
17156,L00531,End User,Cash,False,,0
17157,L00091,End User,UPI,True,Axis,5341542
17158,L01162,End User,UPI,False,,0
17159,L00182,Investor,Cash,False,,0
17160,L01027,End User,Bank Transfer,True,Axis,4748322
17161,L01000,Investor,UPI,False,,0
17162,L00252,Investor,Bank Transfer,False,,0
17163,L00070,End User,Cheque,False,,0
17164,L00132,Investor,Cash,False,,0
17165,L00301,End User,Bank Transfer,True,Axis,7367546
17166,L01133,Investor,Cash,True,PNB,780932
17167,L00327,End User,Bank Transfer,True,PNB,4210005
17168,L01020,End User,Bank Transfer,True,SBI,5635117
17169,L00500,End User,Cash,False,,0
17170,L00666,End User,Cheque,True,HDFC,7824549
17171,L00919,Investor,Cheque,False,,0
17172,L00496,Investor,Cash,False,,0
17173,L00339,End User,Cash,True,HDFC,9135296
17174,L00964,Investor,Bank Transfer,True,HDFC,9136650
17175,L00165,Investor,Bank Transfer,False,,0
17176,L00029,End User,Cheque,False,,0
17177,L00517,End User,Bank Transfer,True,ICICI,2019637
17178,L00194,Investor,UPI,True,SBI,4927019
17179,L01104,End User,Cash,True,HDFC,3297150
17180,L00170,End User,Bank Transfer,True,HDFC,8198924
17181,L01059,Investor,Bank Transfer,True,ICICI,5208884
17182,L00174,End User,UPI,False,,0
17183,L00519,Investor,Bank Transfer,False,,0
17184,L00969,Investor,Cash,False,,0
17185,L00702,End User,UPI,True,ICICI,2392199
17186,L00492,Investor,Cheque,True,PNB,6499443
17187,L00074,Investor,Cash,False,,0
17188,L00981,Investor,UPI,True,PNB,8762533
17189,L00588,End User,Cheque,True,SBI,3692751
17190,L00235,Investor,UPI,True,Axis,9788356
17191,L00215,Investor,Bank Transfer,True,PNB,9366886
17192,L00947,End User,Cash,False,,0
17193,L00133,Investor,Cheque,True,ICICI,6041568
17194,L01156,End User,Bank Transfer,False,,0
17195,L00733,End User,Cheque,False,,0
17196,L00941,Investor,UPI,True,Axis,5699195
17197,L00186,Investor,Cash,True,Axis,2760864
17198,L00042,Investor,Cash,False,,0
17199,L00109,End User,Cash,False,,0
17200,L00849,Investor,Cash,True,Axis,2684970
17201,L00569,End User,UPI,False,,0
17202,L00651,End User,Cheque,False,,0
17203,L01001,End User,Cheque,True,PNB,1199822
17204,L01166,Investor,Bank Transfer,False,,0
17205,L00484,Investor,UPI,True,PNB,4742914
17206,L00469,Investor,Cash,True,Axis,5682112
17207,L00025,Investor,Bank Transfer,False,,0
17208,L00661,Investor,Cheque,False,,0
17209,L00680,Investor,Bank Transfer,False,,0
17210,L00753,Investor,Cheque,True,SBI,8725468
17211,L00994,Investor,Cheque,True,SBI,1532836
17212,L00367,Investor,Cash,False,,0
17213,L00840,End User,UPI,False,,0
17214,L01053,Investor,Cheque,True,HDFC,6316798
17215,L00384,Investor,Cash,True,HDFC,2992080
17216,L00455,Investor,UPI,True,PNB,6337954
17217,L00265,End User,Cash,True,SBI,4354517
17218,L00761,Investor,Bank Transfer,False,,0
17219,L00980,End User,Cash,False,,0
17220,L00445,End User,Bank Transfer,False,,0
17221,L00396,Investor,Bank Transfer,False,,0
17222,L00742,Investor,Cheque,True,PNB,4003335
17223,L00177,Investor,UPI,True,HDFC,4568544
17224,L00019,Investor,Cheque,False,,0
17225,L00949,Investor,Cash,False,,0
17226,L00815,Investor,Cheque,True,SBI,5257134
17227,L00596,End User,Cheque,False,,0
17228,L00062,Investor,Cash,True,PNB,7112662
17229,L00273,End User,Bank Transfer,False,,0
17230,L01126,Investor,Cash,False,,0
17231,L00279,End User,Bank Transfer,False,,0
17232,L00842,Investor,Bank Transfer,True,Axis,6418967
17233,L00369,Investor,Cash,False,,0
17234,L00887,End User,Bank Transfer,True,HDFC,9897354
17235,L01015,Investor,Cash,True,Axis,6744332
17236,L00860,End User,UPI,False,,0
17237,L00721,End User,Bank Transfer,False,,0
17238,L00826,Investor,Cash,False,,0
17239,L00548,End User,Cheque,True,PNB,7706089
17240,L00880,End User,Cash,True,PNB,5835480
17241,L00900,Investor,Cash,True,Axis,7364716
17242,L00457,End User,Cheque,True,Axis,6889048
17243,L00394,Investor,Cheque,False,,0
17244,L00676,End User,Cash,True,SBI,7356740
17245,L00912,Investor,Bank Transfer,True,ICICI,9014730
17246,L00965,End User,Cheque,True,ICICI,6682373
17247,L00376,End User,Cheque,True,HDFC,9694385
17248,L00413,End User,Cheque,True,Axis,8121291
17249,L00075,Investor,Cheque,True,ICICI,6572276
17250,L01122,End User,Cheque,True,PNB,9772341
17251,L00863,End User,Bank Transfer,False,,0
17252,L00501,Investor,Bank Transfer,False,,0
17253,L00942,End User,Bank Transfer,False,,0
17254,L00617,Investor,Cheque,True,ICICI,5696249
17255,L00115,End User,UPI,True,ICICI,7179314
17256,L00418,Investor,Bank Transfer,True,ICICI,3301224
17257,L00602,Investor,Bank Transfer,False,,0
17258,L00605,End User,Cheque,False,,0
17259,L00090,End User,UPI,True,HDFC,6683809
17260,L01149,End User,Bank Transfer,True,HDFC,9533088
17261,L00499,End User,Cash,False,,0
17262,L00876,End User,UPI,False,,0
17263,L00927,End User,Cheque,True,ICICI,8972493
17264,L00999,End User,UPI,True,Axis,6090473
17265,L00012,End User,Cash,True,ICICI,1118605
17266,L00397,Investor,Bank Transfer,True,HDFC,8820694
17267,L00755,End User,Bank Transfer,True,Axis,8356750
17268,L00556,End User,Cash,False,,0
17269,L00043,End User,Bank Transfer,True,Axis,2088997
17270,L00168,End User,Cash,False,,0
17271,L00417,End User,UPI,True,HDFC,9092647
17272,L00577,Investor,Bank Transfer,False,,0
17273,L00268,Investor,Cash,False,,0
17274,L00808,Investor,Cheque,True,PNB,2853237
17275,L00427,Investor,Cheque,True,HDFC,7490229
17276,L00691,Investor,UPI,True,HDFC,867160
17277,L00545,End User,UPI,True,Axis,4473747
17278,L01123,Investor,UPI,False,,0
17279,L00675,Investor,UPI,True,PNB,1475139
17280,L00690,Investor,UPI,False,,0
17281,L01179,End User,Cheque,False,,0
17282,L00866,Investor,Bank Transfer,False,,0
17283,L00102,Investor,Cheque,False,,0
17284,L00440,End User,UPI,True,PNB,1392674
17285,L00059,End User,Cash,False,,0
17286,L01121,End User,Cash,True,ICICI,9524385
17287,L00324,End User,UPI,False,,0
17288,L00975,End User,Bank Transfer,False,,0
17289,L00412,End User,UPI,False,,0
17290,L00856,Investor,Cheque,False,,0
