Listing_ID,City,Property_Type,Price,Sqft,Date_Listed,Agent_ID,Latitude,Longitude
L20608,Los Angeles,Townhouse,3324574.45,6104.88,2024-11-15,A0015,45.199779,-98.798583
L20609,New York,Townhouse,1659185.71,7682.67,2023-07-15,A0022,47.520928,-100.090715
L20610,New York,Condo,1193533.48,2109.16,2023-07-05,A0017,42.010989,-94.135216
L20611,Chicago,Townhouse,497131.83,1650.1,2024-05-12,A0042,45.68273,-82.823201
L20612,Los Angeles,Apartment,382579.8,2206.59,2023-05-27,A0007,31.546221,-71.871885
L20613,New York,House,1599274.33,8539.52,2023-04-30,A0025,25.375316,-86.161834
L20614,Chicago,Townhouse,3708719.39,5783.42,2023-06-25,A0022,41.307548,-75.703217
L20615,Phoenix,House,1107538.33,4825.49,2024-05-20,A0010,31.145566,-123.146935
L20616,New York,Townhouse,1566214.51,7740.51,2023-01-28,A0050,42.993923,-113.295482
L20617,Chicago,Apartment,4535339.95,1678.74,2024-03-03,A0046,34.005596,-96.914134
L20618,Los Angeles,Townhouse,3231871.73,558.98,2023-01-22,A0016,43.435128,-76.007588
L20619,Phoenix,House,4606639.71,3454.17,2023-03-27,A0013,43.283187,-95.780254
L20620,New York,House,4565007.57,2864.5,2024-04-26,A0043,35.598499,-100.801248
L20621,Los Angeles,House,410712.34,3419.64,2023-06-17,A0035,45.627899,-100.503969
L20622,Phoenix,Condo,4779545.69,9748.91,2023-10-27,A0030,36.2616,-124.694549
L20623,Houston,House,350772.0,5893.58,2024-09-05,A0049,48.014717,-112.426479
L20624,Los Angeles,Townhouse,4635532.7,6096.56,2024-05-10,A0005,25.957357,-124.631785
L20625,Houston,Apartment,2778993.84,6728.86,2023-01-31,A0039,38.00882,-76.606449
L20626,New York,Apartment,2712628.96,4278.39,2023-04-01,A0006,25.446258,-79.921503
L20627,Chicago,Townhouse,3594993.91,9800.27,2023-09-18,A0038,32.567874,-122.290504
L20628,New York,Condo,4408135.23,9745.98,2024-05-04,A0038,36.086653,-123.12352
L20629,Los Angeles,Townhouse,3123322.32,7807.83,2024-02-17,A0020,29.098807,-90.557608
L20630,Houston,House,2184459.28,2511.08,2023-07-16,A0039,44.538475,-82.714948
L20631,Houston,Condo,648257.78,8861.87,2023-05-07,A0006,35.062888,-120.916544
L20632,Phoenix,Townhouse,3967125.6,1458.74,2023-04-03,A0005,28.466321,-122.687867
L20633,New York,Condo,728638.11,6484.0,2024-12-06,A0007,32.002188,-117.939241
L20634,New York,Apartment,3659192.72,4843.54,2023-09-27,A0015,28.212086,-75.22853
L20635,Los Angeles,Townhouse,2686832.23,872.55,2024-03-18,A0018,38.03937,-102.777167
L20636,Houston,Townhouse,1990596.03,9087.12,2024-07-18,A0037,36.22091,-109.059868
L20637,Los Angeles,Apartment,3103633.29,9630.38,2024-10-30,A0043,30.067044,-113.362559
L20638,Los Angeles,Condo,3884544.82,9120.25,2023-08-17,A0027,48.316685,-86.428057
L20639,Houston,Apartment,4711584.13,2328.43,2024-02-20,A0023,40.830379,-73.553956
L20640,Los Angeles,Condo,1397014.73,3663.33,2023-11-01,A0029,32.675601,-77.100716
L20641,Houston,Townhouse,4740937.79,9579.46,2023-06-15,A0024,33.836955,-120.619839
L20642,Los Angeles,Condo,4808645.43,1511.03,2023-04-03,A0025,47.618568,-112.788917
L20643,Chicago,Condo,4086789.52,6041.4,2024-05-26,A0020,38.868585,-84.564148
L20644,Los Angeles,House,4419042.16,5112.46,2024-10-30,A0046,27.686479,-78.451271
L20645,Los Angeles,House,3492894.82,1943.04,2024-01-20,A0021,44.35578,-110.421585
L20646,Chicago,House,291576.38,8922.49,2023-04-19,A0040,46.085051,-104.417245
L20647,New York,Apartment,2917884.87,1774.47,2024-04-11,A0040,40.606392,-68.766754
L20648,Houston,Apartment,3761302.36,6130.72,2023-07-25,A0002,26.135915,-91.140613
L20649,Phoenix,House,4714345.36,3522.72,2023-10-06,A0048,32.087133,-72.9975
L20650,Chicago,Townhouse,2895214.05,4470.82,2023-06-03,A0049,42.574105,-102.03119
L20651,New York,Townhouse,3991583.32,2507.92,2023-12-04,A0042,31.070854,-112.135113
L20652,Los Angeles,Townhouse,3554689.72,6434.36,2024-04-07,A0046,35.53498,-73.949951
L20653,New York,Apartment,1475934.15,9892.44,2023-08-16,A0044,31.786372,-123.992356
L20654,Chicago,Condo,858167.57,8418.66,2024-11-08,A0020,27.442543,-77.92424
L20655,Los Angeles,Apartment,3779436.11,6990.46,2024-12-22,A0011,35.889959,-87.526062
L20656,New York,House,1245464.97,7685.62,2024-07-28,A0002,40.058616,-102.694271
L20657,Phoenix,Condo,1298988.62,8473.22,2024-09-15,A0047,31.943697,-98.782433
L20658,Houston,Townhouse,3255336.57,4989.2,2023-12-06,A0015,30.438367,-82.468177
L20659,Houston,Apartment,3966435.47,5886.92,2024-05-12,A0026,27.992234,-86.579901
L20660,Chicago,Apartment,2953427.26,9007.09,2023-07-05,A0003,41.35987,-96.829424
L20661,Los Angeles,House,4436417.45,7111.5,2023-04-23,A0018,30.461457,-90.078579
L20662,Los Angeles,Townhouse,1136072.02,1792.22,2024-08-08,A0020,35.345518,-122.920882
L20663,Houston,Apartment,1336830.7,7905.59,2024-05-01,A0024,29.040539,-108.076223
L20664,New York,Apartment,3221081.97,715.71,2024-10-06,A0016,39.782044,-120.120107
L20665,Los Angeles,Condo,4163904.1,8551.51,2024-05-05,A0041,39.984364,-82.48318
L20666,Phoenix,Apartment,2742823.83,7988.84,2023-04-27,A0023,45.555289,-105.657641
L20667,Phoenix,Condo,150869.71,8392.09,2023-04-09,A0050,48.647867,-122.93389
L20668,Los Angeles,Apartment,3417021.33,724.13,2023-10-24,A0039,46.633256,-86.703733
L20669,Los Angeles,Townhouse,4086553.92,9738.26,2023-05-30,A0010,44.747677,-84.616478
L20670,Houston,House,1455063.78,6334.25,2023-01-31,A0022,46.200469,-107.171199
L20671,Chicago,Townhouse,365571.32,8100.46,2023-06-06,A0020,26.291108,-123.277802
L20672,Houston,House,2637964.69,5882.31,2024-02-29,A0049,43.277884,-93.264742
L20673,Chicago,Apartment,306560.58,3727.62,2024-12-01,A0048,33.870425,-89.802212
L20674,Phoenix,Townhouse,2138482.05,3313.41,2024-06-11,A0010,29.520735,-71.049976
L20675,Chicago,Condo,187307.44,1164.37,2023-02-24,A0026,35.376988,-68.717345
L20676,Houston,House,1202336.94,5653.89,2023-05-25,A0049,27.767171,-117.214544
L20677,Los Angeles,House,2005230.01,1864.1,2023-01-18,A0022,31.435523,-93.079513
L20678,Chicago,Apartment,647358.86,5891.42,2024-07-25,A0012,34.906374,-101.112867
L20679,Houston,House,659363.93,6436.7,2023-10-12,A0007,39.097156,-76.100063
L20680,Phoenix,House,4152602.53,4699.77,2023-08-07,A0033,47.423835,-76.229203
L20681,Chicago,House,302976.95,1985.09,2024-08-29,A0044,26.770645,-91.098838
L20682,Phoenix,Apartment,3475934.62,4610.72,2023-08-03,A0018,39.902164,-116.878827
L20683,Phoenix,Townhouse,4090962.04,8847.38,2024-09-09,A0048,26.839726,-101.077094
L20684,New York,Apartment,740539.54,4851.45,2023-12-11,A0044,39.238992,-120.757844
L20685,Chicago,Condo,1057316.6,3755.93,2023-09-08,A0042,39.48805,-123.597723
L20686,Houston,House,3243317.18,6482.76,2024-09-22,A0011,34.3541,-76.188205
L20687,Chicago,House,1646668.4,6379.19,2024-02-10,A0012,26.249026,-72.472471
L20688,Chicago,Townhouse,2434473.05,1360.86,2024-07-19,A0032,44.705135,-81.004604
L20689,Phoenix,House,4196413.27,2746.66,2023-12-03,A0036,33.089285,-88.524266
L20690,Phoenix,Townhouse,776117.54,5196.84,2023-02-14,A0036,26.434689,-115.361485
L20691,Phoenix,House,3136297.36,3980.15,2024-09-06,A0010,26.272126,-98.403809
L20692,Phoenix,House,4717748.84,3539.59,2024-03-17,A0038,27.100912,-104.624988
L20693,Houston,Apartment,381586.49,4734.28,2023-05-11,A0037,45.779413,-98.242334
L20694,Los Angeles,Apartment,394033.15,3257.98,2023-05-09,A0045,36.372103,-96.456729
L20695,New York,Condo,2818237.63,3800.98,2023-07-02,A0043,45.947026,-121.571076
L20696,Phoenix,Townhouse,4804371.4,7849.48,2023-08-22,A0041,42.971713,-94.922819
L20697,Phoenix,Condo,1180320.85,5347.19,2023-10-28,A0031,25.337406,-74.866798
L20698,New York,Apartment,1720880.65,8792.13,2023-11-09,A0003,32.314982,-74.197743
L20699,Phoenix,Townhouse,583375.08,9511.32,2023-10-12,A0048,37.536147,-108.231676
L20700,Los Angeles,Apartment,1875011.43,9259.73,2024-06-13,A0048,25.715597,-79.497024
L20701,Chicago,Townhouse,317229.15,2910.26,2023-08-22,A0049,47.999559,-100.597864
L20702,New York,House,2006560.59,4992.42,2024-09-19,A0039,46.825756,-70.387051
L20703,Houston,Condo,2821890.1,5583.0,2024-01-28,A0040,30.661286,-123.425617
L20704,New York,Condo,4877523.65,8595.81,2024-08-24,A0043,33.781052,-82.061706
L20705,Los Angeles,Townhouse,4110101.1,5810.7,2024-08-22,A0012,42.442876,-75.366753
L20706,Houston,Condo,4128120.51,2900.8,2023-04-07,A0016,25.41281,-92.358778
L20707,Chicago,Apartment,1217907.19,5701.62,2023-03-17,A0029,30.397751,-100.361513
L20708,Phoenix,Condo,527450.04,920.7,2024-09-10,A0049,37.308673,-111.80619
L20709,New York,Townhouse,3055066.05,8424.31,2024-10-16,A0001,33.711471,-123.098927
L20710,Houston,Condo,2653577.16,5876.99,2024-01-07,A0028,27.650014,-73.002903
L20711,New York,Condo,2630869.0,6691.31,2024-04-06,A0045,38.317522,-119.447508
L20712,Chicago,Apartment,634139.13,2408.92,2023-01-09,A0008,44.735241,-71.877817
L20713,New York,House,2520035.98,5802.28,2023-06-08,A0034,30.547912,-91.254147
L20714,Houston,Apartment,836743.13,5541.05,2024-09-01,A0016,30.342471,-95.183403
L20715,Los Angeles,Condo,2168361.51,6386.49,2024-01-21,A0040,26.697292,-81.302604
L20716,Houston,Condo,404596.9,8550.49,2024-07-13,A0026,38.302785,-96.612191
L20717,New York,House,4298773.74,7763.12,2023-04-12,A0022,34.712395,-103.032424
L20718,Chicago,House,164582.42,5695.31,2023-04-19,A0025,40.167346,-67.215812
L20719,Phoenix,Apartment,4702683.38,8987.33,2024-09-05,A0024,25.833198,-78.043611
L20720,Phoenix,House,4328169.93,3904.97,2024-01-13,A0007,40.361592,-85.474274
L20721,Chicago,Apartment,3787779.56,5179.23,2024-10-02,A0021,47.363066,-67.68019
L20722,New York,Townhouse,4914497.85,6669.62,2024-09-24,A0001,44.723953,-121.330009
L20723,Chicago,Condo,363717.99,4687.28,2024-07-28,A0002,33.287377,-86.109888
L20724,New York,House,3243825.82,3933.47,2023-02-03,A0050,27.653341,-113.649373
L20725,Houston,Townhouse,4261580.24,1567.75,2024-12-05,A0017,37.922925,-85.173164
L20726,Los Angeles,Townhouse,720423.77,6541.05,2024-01-03,A0028,31.8111,-115.663743
L20727,New York,Apartment,2965397.4,2329.76,2024-06-04,A0048,25.258591,-84.890002
L20728,Phoenix,Apartment,2030217.35,1813.42,2023-09-20,A0019,34.807852,-116.057462
L20729,Phoenix,House,2235552.86,2230.45,2024-07-11,A0030,37.959017,-74.174134
L20730,Los Angeles,Apartment,4571368.02,7040.56,2024-09-25,A0047,43.611422,-71.531898
L20731,New York,Townhouse,2739392.11,1814.41,2024-01-06,A0014,48.513489,-98.827643
L20732,Los Angeles,Townhouse,556984.02,9774.24,2023-12-10,A0029,45.798802,-116.108658
L20733,Houston,Condo,4692359.25,7706.14,2024-11-19,A0002,37.996616,-95.586653
L20734,Los Angeles,Townhouse,1007534.74,4230.98,2023-06-13,A0011,44.361076,-119.12254
L20735,Houston,House,4473920.4,6136.19,2024-01-10,A0032,44.900912,-97.2583
L20736,Phoenix,Condo,4857511.53,572.45,2024-05-14,A0047,48.201068,-98.663342
L20737,Houston,Apartment,4401403.57,8523.05,2023-02-14,A0046,30.927016,-111.447365
L20738,New York,Condo,3417955.51,3076.51,2024-09-19,A0035,31.044161,-86.428126
L20739,New York,Townhouse,3743403.92,1182.9,2024-01-25,A0043,30.245346,-124.880021
L20740,New York,House,3529349.49,7702.13,2023-08-30,A0009,46.62865,-77.204888
L20741,New York,Apartment,2356569.5,3631.03,2024-04-04,A0034,41.417341,-115.782072
L20742,Chicago,Apartment,1444656.62,5891.64,2023-01-19,A0044,28.356895,-114.993728
L20743,Houston,Townhouse,1496513.38,8518.3,2023-11-04,A0009,48.072186,-87.051645
L20744,New York,House,3682722.52,7871.35,2024-12-23,A0047,39.530717,-82.169216
L20745,Los Angeles,Townhouse,3167578.6,3699.95,2023-02-16,A0009,25.050539,-96.983673
L20746,Los Angeles,Townhouse,2965931.77,8752.62,2023-09-10,A0003,35.479126,-93.344014
L20747,Chicago,House,3297783.31,4194.07,2024-04-27,A0027,43.547377,-121.465108
L20748,Houston,Townhouse,3896452.55,5250.23,2023-10-04,A0045,32.446953,-84.536171
L20749,Houston,House,3766870.48,6318.36,2024-01-12,A0021,41.106674,-88.051279
L20750,Houston,House,616442.39,1174.32,2024-06-05,A0034,42.232763,-116.097315
L20751,Chicago,Townhouse,1878871.74,6173.06,2023-05-12,A0028,44.885754,-120.398489
L20752,Houston,Townhouse,1393438.97,5985.46,2023-11-09,A0033,38.930896,-109.953604
L20753,Houston,Condo,2737369.44,8798.2,2023-05-20,A0035,29.59702,-121.509849
L20754,New York,Apartment,400938.8,3859.81,2024-09-26,A0040,45.213471,-108.350641
L20755,Houston,Apartment,3836073.83,2800.79,2023-05-18,A0050,29.399108,-94.572049
L20756,New York,House,621983.94,5026.89,2024-08-01,A0005,36.0046,-91.671306
L20757,New York,Condo,1429869.93,7029.65,2023-05-16,A0046,27.15918,-70.462879
L20758,Houston,House,3935433.38,5838.0,2023-11-21,A0046,28.821210999999998,-103.791499
L20759,Los Angeles,Condo,352643.92,1812.96,2024-09-03,A0041,29.603857,-124.536305
L20760,Phoenix,House,3334985.24,3804.97,2023-08-28,A0031,42.267949,-123.841346
L20761,Los Angeles,Apartment,4629943.53,1105.96,2023-05-30,A0042,30.275619,-97.041063
L20762,Houston,Condo,3126425.3,7523.6,2023-02-04,A0045,37.29186,-108.706886
L20763,Houston,Townhouse,3592021.69,8888.01,2024-10-05,A0033,41.259078,-115.173534
L20764,Los Angeles,Townhouse,3982107.68,933.89,2024-07-27,A0025,38.19984,-91.630103
L20765,Houston,Apartment,1189006.98,5491.56,2023-05-04,A0022,40.852657,-119.010966
L20766,New York,Condo,2946723.2,5876.81,2024-07-15,A0008,46.587352,-89.714813
L20767,Chicago,Townhouse,1614377.91,4668.86,2024-05-22,A0009,48.181826,-72.695159
L20768,Houston,Townhouse,1322527.36,5275.97,2024-11-30,A0011,41.417273,-119.763807
L20769,Houston,Townhouse,1043036.43,7248.39,2024-06-22,A0031,29.482412,-68.475694
L20770,Los Angeles,Apartment,2968610.01,5095.39,2024-11-22,A0029,48.501854,-91.939189
L20771,New York,House,3993206.44,9236.7,2023-02-09,A0023,26.685564,-112.072817
L20772,Los Angeles,Townhouse,4391856.41,5638.3,2024-03-31,A0037,47.265639,-102.020568
L20773,Los Angeles,Townhouse,2200071.14,1182.07,2024-03-30,A0020,35.841601,-97.767688
L20774,Houston,House,1927205.1,9556.58,2023-12-28,A0048,45.219602,-120.153707
L20775,New York,Townhouse,3467803.82,1894.7,2023-08-14,A0023,33.164181,-84.835043
L20776,Houston,Condo,3923760.29,7952.37,2024-06-25,A0009,38.475889,-72.617908
L20777,Houston,Townhouse,1341264.75,5505.6,2023-11-04,A0046,28.400012,-74.637226
L20778,Houston,House,1556725.33,7538.48,2023-08-05,A0018,46.722648,-99.872382
L20779,Houston,Apartment,2713627.26,5377.58,2023-10-21,A0030,32.195423,-123.998336
L20780,Chicago,Apartment,2277489.87,1060.22,2024-06-10,A0026,31.295457,-68.167089
L20781,Phoenix,Condo,3558359.89,4061.8,2024-05-08,A0016,35.696173,-120.113936
L20782,New York,Townhouse,2571976.46,6396.52,2023-10-23,A0050,33.772431,-80.752495
L20783,Chicago,Townhouse,646835.62,6474.38,2023-03-14,A0020,28.309833,-107.105548
L20784,Phoenix,House,913170.65,9743.92,2023-05-13,A0016,25.591013,-73.442818
L20785,Phoenix,House,4519353.33,6260.08,2024-04-29,A0024,32.704991,-72.539658
L20786,Phoenix,Condo,1214251.99,3221.17,2024-05-03,A0016,42.275979,-103.133823
L20787,Chicago,Condo,345421.85,912.54,2023-08-02,A0049,29.537264,-105.052983
L20788,New York,Townhouse,3684127.34,7989.94,2024-02-27,A0032,29.139971,-72.560775
L20789,Los Angeles,Townhouse,3451654.6,8948.26,2023-12-26,A0038,37.774725,-86.28636
L20790,Phoenix,Condo,3040372.49,6329.56,2024-01-15,A0017,41.12007,-123.830972
L20791,Los Angeles,Apartment,2561055.16,5082.58,2023-11-08,A0049,48.683928,-118.905881
L20792,Los Angeles,Apartment,4850943.73,8679.37,2023-12-01,A0036,27.001579,-117.940408
L20793,Houston,Apartment,687178.25,2783.38,2024-01-16,A0042,36.124091,-67.135819
L20794,Los Angeles,Apartment,2599797.63,4287.95,2023-02-04,A0024,48.250204,-106.996935
L20795,Houston,Condo,2863820.22,5322.74,2024-05-15,A0025,40.437063,-114.618423
L20796,New York,House,210215.3,969.04,2023-01-17,A0015,40.614225,-68.616552
L20797,New York,Apartment,2118762.88,7041.5,2023-05-27,A0021,46.575719,-104.41216
L20798,Houston,Condo,3935730.41,2291.32,2023-10-01,A0040,33.156981,-112.71725
L20799,New York,Apartment,2408383.9,3664.96,2024-01-21,A0016,38.154684,-82.42378
L20800,Phoenix,Townhouse,4388864.4,4437.68,2023-03-07,A0048,36.238224,-80.181754
L20801,New York,Apartment,3259514.77,6565.85,2024-11-19,A0019,33.207365,-74.598236
L20802,Houston,Condo,3853818.28,1122.1,2024-05-09,A0020,46.190844,-118.272047
L20803,Phoenix,Townhouse,4041952.66,3738.19,2023-08-07,A0038,35.046955,-111.430312
L20804,Los Angeles,Townhouse,3478551.17,3106.44,2023-03-21,A0005,28.389635,-75.626023
L20805,Los Angeles,Apartment,3771965.23,514.43,2023-10-15,A0015,28.724807,-82.433884
L20806,Los Angeles,Apartment,3507021.65,7070.71,2024-02-26,A0040,27.750446,-84.679668
L20807,Houston,Townhouse,2797272.37,2741.38,2024-05-14,A0010,42.884804,-88.892765
L20808,Los Angeles,House,2876011.53,2081.16,2023-10-09,A0011,48.064526,-73.623199
L20809,New York,Condo,1030435.43,8080.67,2023-04-06,A0034,30.802295,-104.488542
L20810,Los Angeles,Condo,4154452.24,872.38,2023-08-27,A0044,26.19213,-79.218745
L20811,Chicago,Condo,1629472.84,9052.28,2023-02-22,A0049,28.038412,-104.749946
L20812,Chicago,Condo,2725110.72,7025.57,2024-03-09,A0050,42.717089,-79.025811
L20813,Los Angeles,Condo,1322773.23,2131.59,2024-12-12,A0008,44.134466,-116.77022
L20814,Los Angeles,Townhouse,3509738.4,3825.98,2024-04-28,A0040,33.362855,-88.410191
L20815,Chicago,Condo,4878327.87,9524.84,2023-03-10,A0046,25.202411,-110.087466
L20816,Los Angeles,House,4029507.15,6379.02,2024-11-02,A0024,45.815254,-111.056103
L20817,Phoenix,House,3133567.86,6282.82,2023-03-13,A0034,27.181343,-123.437062
L20818,Chicago,Apartment,2880782.02,6704.18,2024-10-23,A0040,28.676305,-72.964558
L20819,Houston,Apartment,2499879.16,4896.01,2024-07-12,A0021,30.922419,-84.057131
L20820,Chicago,Apartment,1104360.02,2089.38,2023-09-14,A0002,40.25519,-74.721922
L20821,New York,Apartment,1805249.25,1933.47,2024-08-09,A0019,33.387678,-79.035918
L20822,Phoenix,Townhouse,2091330.96,7029.45,2023-10-21,A0014,26.091933,-102.12158
L20823,Houston,House,4728388.47,8897.44,2024-11-25,A0012,43.237447,-83.189459
L20824,Los Angeles,Townhouse,2185355.98,3352.0,2024-10-07,A0037,38.288773,-119.544844
L20825,New York,House,2972332.74,5282.33,2024-08-18,A0020,44.925248,-83.869702
L20826,New York,Townhouse,4619880.25,9926.26,2023-09-13,A0020,26.579560999999998,-71.280489
L20827,Phoenix,House,2640289.4,2943.03,2023-10-01,A0031,47.833637,-70.541607
L20828,Houston,Apartment,1332103.92,4207.03,2023-03-12,A0029,27.469132,-110.444044
L20829,New York,House,1966929.92,3953.46,2023-08-06,A0011,38.391136,-93.848005
L20830,Houston,Apartment,1940142.08,809.57,2023-01-24,A0011,37.482587,-116.255617
L20831,Houston,House,3602116.07,5340.41,2024-05-10,A0018,46.411297,-87.591535
L20832,New York,Townhouse,1550991.58,2482.44,2024-11-24,A0010,38.486015,-107.847546
L20833,Houston,Condo,3678414.03,1721.68,2023-09-04,A0048,31.687852,-96.855074
L20834,Phoenix,House,4457289.29,7248.95,2024-01-31,A0018,29.125074,-121.884747
L20835,New York,Townhouse,1746757.76,7774.72,2024-04-10,A0009,31.231918,-105.988162
L20836,Phoenix,Condo,763171.39,8944.47,2024-06-29,A0006,31.487836,-68.947931
L20837,Phoenix,Townhouse,3228916.32,9374.26,2023-08-03,A0012,30.077983,-84.020203
L20838,Houston,Condo,1868186.89,8756.13,2024-01-31,A0001,30.615102,-111.551042
L20839,Houston,Apartment,2716532.22,1663.7,2023-09-29,A0010,45.569186,-123.010884
L20840,New York,House,3207411.6,2624.47,2024-10-02,A0002,45.894869,-86.285334
L20841,Los Angeles,Townhouse,2097940.43,1663.52,2024-12-05,A0045,37.743771,-71.556703
L20842,New York,House,4631002.81,3858.48,2023-01-19,A0041,46.957574,-91.052221
L20843,Phoenix,Apartment,2058111.81,1678.68,2024-09-29,A0008,37.114453,-99.949408
L20844,Houston,Apartment,1606134.2,6706.13,2023-08-17,A0025,39.396089,-77.077635
L20845,Phoenix,House,4439808.58,7308.8,2023-05-05,A0030,48.855976,-95.436756
L20846,Chicago,Townhouse,767878.44,2016.14,2023-08-21,A0027,33.957543,-73.436047
L20847,Chicago,Townhouse,708623.75,6404.97,2023-07-24,A0044,40.06175,-86.428892
L20848,Phoenix,Townhouse,4684921.22,718.4,2023-09-17,A0013,41.41682,-122.195472
L20849,Los Angeles,House,1123945.23,4626.52,2024-02-07,A0032,39.292255,-89.003788
L20850,Los Angeles,Townhouse,827343.28,3210.72,2024-05-02,A0006,32.565606,-101.401593
L20851,New York,Townhouse,2722324.69,9985.7,2023-06-22,A0020,47.119015,-95.473241
L20852,New York,Condo,329263.48,9266.45,2023-06-10,A0014,46.506336,-88.698009
L20853,New York,Townhouse,3138073.5,1901.87,2023-09-30,A0023,47.837468,-77.882905
L20854,Houston,Apartment,2319360.91,9215.02,2024-11-27,A0013,34.121812,-112.767585
L20855,Los Angeles,Townhouse,3238018.63,4478.5,2023-09-17,A0024,46.316339,-103.051977
L20856,Phoenix,House,1491290.83,5978.16,2023-08-10,A0048,40.166194,-117.456687
L20857,Chicago,House,4536813.85,5570.76,2023-04-26,A0047,48.90758,-95.633739
L20858,Los Angeles,Townhouse,1425845.49,7398.49,2023-06-14,A0010,34.818815,-90.107882
L20859,Los Angeles,House,3224066.96,3682.09,2024-09-15,A0046,25.123426,-121.745861
L20860,Los Angeles,House,4730950.07,1161.98,2024-01-21,A0041,37.107407,-99.331835
L20861,New York,Townhouse,2063965.51,4467.46,2023-12-11,A0010,37.932029,-111.435795
L20862,Houston,Condo,890989.99,5672.8,2023-10-24,A0008,36.126888,-93.509688
L20863,Phoenix,Condo,435074.13,5771.68,2024-02-01,A0018,34.74095,-88.939351
L20864,New York,Condo,4818788.18,8029.68,2024-12-23,A0050,30.277863,-88.083505
L20865,Houston,Condo,3842137.28,920.15,2023-06-01,A0012,42.535166,-124.074765
L20866,Los Angeles,Apartment,4602865.09,9886.9,2024-12-13,A0021,37.770049,-103.714162
L20867,Houston,Townhouse,3524281.96,9910.37,2023-04-09,A0050,27.504053,-96.654943
L20868,New York,House,1777997.67,1440.66,2024-03-21,A0049,27.413858,-83.317657
L20869,Los Angeles,House,702781.27,3768.17,2024-08-30,A0026,43.653507,-120.66953
L20870,New York,Townhouse,4653603.61,6107.95,2023-03-06,A0011,39.058377,-71.38542699999999
L20871,Phoenix,House,2499133.32,4046.6,2024-02-19,A0011,37.124277,-121.325385
L20872,Los Angeles,Apartment,2042894.08,5132.43,2023-05-26,A0030,30.307419,-120.04579
L20873,Houston,Condo,2931181.1,3596.32,2024-05-24,A0046,32.518622,-109.184455
L20874,New York,Townhouse,622140.68,7265.27,2023-01-24,A0001,44.56931,-101.202935
L20875,Chicago,House,1615098.71,3958.16,2024-07-30,A0015,31.697605,-121.8025
L20876,Houston,Apartment,3225592.92,4583.92,2024-10-16,A0028,29.235379,-119.670267
L20877,Houston,House,590602.44,5971.12,2023-08-03,A0038,40.817135,-77.642478
L20878,Los Angeles,Apartment,762689.52,9707.41,2024-01-05,A0005,43.478077,-109.425824
L20879,Houston,House,2601880.53,6597.14,2024-06-15,A0045,29.196893,-70.740507
L20880,New York,Condo,3154939.91,1420.75,2023-12-16,A0041,31.05882,-95.05909
L20881,Chicago,Townhouse,1016308.36,3529.56,2024-05-25,A0042,25.768962,-72.487318
L20882,Phoenix,Condo,262114.71,4487.29,2023-02-21,A0008,25.70531,-80.151246
L20883,Chicago,Condo,4795997.77,7531.65,2023-07-24,A0038,26.315806,-114.551448
L20884,New York,House,234714.02,4745.32,2023-05-01,A0045,26.379229,-79.34795
L20885,Los Angeles,Condo,110055.0,6761.49,2023-03-03,A0022,43.67385,-98.934848
L20886,New York,Townhouse,1684368.79,8475.2,2023-01-11,A0038,39.109106,-104.298799
L20887,Houston,Apartment,1190020.53,1491.21,2024-07-07,A0046,31.481076,-101.575309
L20888,Los Angeles,Apartment,2910573.17,7774.53,2023-09-06,A0030,27.73774,-121.255755
L20889,Phoenix,House,4481623.5,7583.01,2024-10-07,A0004,47.848986,-67.961558
L20890,Phoenix,Townhouse,2457427.59,8287.27,2023-08-18,A0002,33.941394,-104.421143
L20891,New York,Townhouse,3889175.92,9582.63,2023-03-30,A0021,25.329696,-85.254385
L20892,Houston,Apartment,4555212.49,3441.18,2024-05-17,A0033,25.384219,-69.637604
L20893,Phoenix,Apartment,1028058.3,4575.69,2023-06-22,A0014,30.108307,-99.875573
L20894,Chicago,Condo,2492723.34,2995.48,2024-03-16,A0016,44.339986,-90.118028
L20895,Los Angeles,House,3246143.0,3607.5,2024-11-09,A0028,43.9884,-75.064159
L20896,Chicago,Apartment,1726227.87,3633.35,2023-12-26,A0046,25.566745,-108.1984
L20897,Phoenix,Apartment,3724785.34,8762.86,2024-09-09,A0041,29.823605,-115.338127
L20898,Phoenix,Townhouse,3556043.38,1097.53,2023-12-29,A0009,42.704585,-122.130351
L20899,New York,Townhouse,2163361.99,2425.64,2024-07-02,A0034,26.756134,-109.814989
L20900,New York,Townhouse,530973.39,6300.3,2024-07-05,A0011,34.976545,-107.690219
L20901,Los Angeles,Apartment,156687.04,7769.35,2023-08-13,A0019,48.053102,-86.243629
L20902,New York,House,1909812.85,7125.08,2024-01-26,A0029,38.887729,-93.723584
L20903,Houston,Condo,502137.34,942.47,2024-04-10,A0050,35.340114,-109.734211
L20904,Los Angeles,House,3929959.77,4811.05,2023-12-30,A0044,48.058840000000004,-75.746399
L20905,Houston,Apartment,1738196.34,2252.5,2023-06-17,A0038,37.155284,-92.656969
L20906,New York,Condo,3363881.55,9887.35,2024-02-23,A0009,39.443717,-124.41278
L20907,Los Angeles,House,1797257.04,9989.47,2024-12-14,A0007,37.296976,-124.668182
L20908,Phoenix,Apartment,4000098.24,983.54,2024-12-27,A0031,43.00817,-95.052732
L20909,Chicago,House,4453221.23,6843.38,2024-01-09,A0003,32.975849,-82.43375
L20910,Phoenix,Apartment,4203819.33,8224.12,2024-06-09,A0008,28.649878,-122.392762
